Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
A Nightmare on Elm Street,1984,R,1984-11-16,91 min,Horror,Wes Craven,Wes Craven,"John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss",The monstrous spirit of a slain janitor seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.,English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,76,7.5,181412,tt0087800,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/nightmare_on_elm_street/,2001-08-21,N/A,New Line Cinema,http://www.nightmareonelmstreet.com/,True,NA,Rotten Tomatoes,94%
The Cell,2000,R,2000-08-18,107 min,"Horror, Sci-Fi, Thriller",Tarsem Singh,Mark Protosevich,"Jennifer Lopez, Colton James, Dylan Baker, Marianne Jean-Baptiste","An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.",English,"USA, Germany",Nominated for 1 Oscar. Another 6 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMDY1NmVmOTItYWU0NC00OGU2LWIyNTctYTU3NTY3ZjJkOWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,40,6.3,88614,tt0209958,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/the_cell_2000/,2000-12-19,N/A,New Line Cinema,http://www.cellmovie.com,True,NA,Rotten Tomatoes,46%
The Man in the Iron Mask,1998,PG-13,1998-03-13,132 min,"Action, Adventure, Drama",Randall Wallace,"Alexandre Dumas (novels), Randall Wallace (screenplay)","Leonardo DiCaprio, Jeremy Irons, John Malkovich, Gérard Depardieu",The cruel King Louis XIV of France has a secret twin brother who he keeps imprisoned. Can the twin be substituted for the real king?,"English, Italian","France, USA",3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZjM2YzcxMmQtOTc2Mi00YjdhLWFlZjUtNmFmMDQzYzU2YTk5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,48,6.5,143794,tt0120744,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1082400-man_in_the_iron_mask/,1998-08-11,N/A,MGM Home Entertainment,N/A,True,NA,Rotten Tomatoes,33%
Secretariat,2010,PG,2010-10-08,123 min,"Biography, Drama, Family, History, Sport",Randall Wallace,"Mike Rich, William Nack (book)","Diane Lane, John Malkovich, Dylan Walsh, Margo Martindale","Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",English,USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTgwNDkyMDU3NV5BMl5BanBnXkFtZTcwNjMyNjI4Mw@@._V1_SX300.jpg,61,7.2,24148,tt1028576,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/secretariat/,2011-01-25,"$59,699,513",Walt Disney Pictures,http://disney.go.com/disneypictures/secretariat/,True,NA,Rotten Tomatoes,63%
TMNT,2007,PG,2007-03-23,103 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",Kevin Munroe,"Kevin Munroe, Peter Laird (characters), Kevin Eastman (characters)","Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith","When the world is threatened by an ancient evil, the four adolescent turtles must reunite and overcome their faults in order to stand against it.",English,"Hong Kong, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_SX300.jpg,41,6.3,57745,tt0453556,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/tmnt_2007/,2007-08-07,"$54,132,596",Warner Bros. Pictures,http://tmnt.warnerbros.com/,True,NA,Rotten Tomatoes,34%
Radio,2003,PG,2003-10-24,109 min,"Biography, Drama, Sport",Michael Tollin,Mike Rich,"Cuba Gooding Jr., Ed Harris, Alfre Woodard, S. Epatha Merkerson",The story of a high school coach and the developmentally challenged man who he took under his wing.,English,USA,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMGEwZTk3ZWEtYWY4MS00MGEzLWI4ZWQtZjhhZjFiM2ZiNzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,38,6.9,35569,tt0316465,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/radio/,2004-01-27,"$52,277,485",Sony Pictures Entertainment,http://www.sonypictures.com/movies/radio/index.html,True,NA,Rotten Tomatoes,36%
Friends with Benefits,2011,R,2011-07-22,109 min,"Comedy, Romance",Will Gluck,"Keith Merryman (screenplay), David A. Newman (screenplay), Will Gluck (screenplay), Harley Peyton (story), Keith Merryman (story), David A. Newman (story)","Justin Timberlake, Mila Kunis, Patricia Clarkson, Jenna Elfman","A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",English,USA,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ2MzQ0NTk4N15BMl5BanBnXkFtZTcwMDc2NDYzNQ@@._V1_SX300.jpg,63,6.6,312557,tt1632708,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/friends_with_benefits/,2011-12-02,"$55,802,754",Sony/Screen Gems,http://www.fwb-movie.com/,True,NA,Rotten Tomatoes,68%
Neighbors 2: Sorority Rising,2016,R,2016-05-20,92 min,Comedy,Nicholas Stoller,"Andrew Jay Cohen, Brendan O'Brien, Nicholas Stoller, Evan Goldberg, Seth Rogen, Andrew Jay Cohen (based on characters created by), Brendan O'Brien (based on characters created by)","Seth Rogen, Zac Efron, Rose Byrne, Chloë Grace Moretz","When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity previously living there, Mac and Kelly team with their former enemy, Teddy, to bring the girls down.",English,"USA, China",3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTY0NzUxMDUzN15BMl5BanBnXkFtZTgwNzI2MTY4ODE@._V1_SX300.jpg,58,5.7,99446,tt4438848,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/neighbors_2_sorority_rising/,2016-09-20,N/A,Universal Pictures,http://www.neighbors-movie.com/,True,NA,Rotten Tomatoes,63%
Saving Mr. Banks,2013,PG-13,2013-12-20,125 min,"Biography, Comedy, Drama, Family, Music",John Lee Hancock,"Kelly Marcel, Sue Smith","Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",English,"USA, UK, Australia",Nominated for 1 Oscar. Another 13 wins & 72 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0MTQ3NzE4Nl5BMl5BanBnXkFtZTcwMzA4NDM5OQ@@._V1_SX300.jpg,65,7.5,136974,tt2140373,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/saving_mr_banks_2013/,2014-03-18,"$53,260,198",Walt Disney Pictures,http://movies.disney.com/saving-mr-banks/,True,NA,Rotten Tomatoes,79%
Malcolm X,1992,PG-13,1992-11-18,202 min,"Biography, Drama, History, Romance",Spike Lee,"Alex Haley (book), Malcolm X (book), Arnold Perl (screenplay), Spike Lee (screenplay)","Denzel Washington, Angela Bassett, Albert Hall, Al Freeman Jr.","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",English,"USA, Japan",Nominated for 2 Oscars. Another 18 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BZDkzOTFmMTUtMmI2OS00MDE4LTg5YTUtODMwNDMzNmI5OGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,72,7.7,74314,tt0104797,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1042135-malcolm_x/,2000-01-18,N/A,Warner Bros.,N/A,True,NA,Rotten Tomatoes,88%
This Is 40,2012,R,2012-12-21,134 min,"Comedy, Romance",Judd Apatow,"Judd Apatow, Judd Apatow (based on characters created by)","Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",English,USA,2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BNzQxMDQ1NjA4N15BMl5BanBnXkFtZTcwNTE5MjQ3OA@@._V1_SX300.jpg,59,6.2,117371,tt1758830,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/this_is_40/,2013-03-22,"$65,200,000",Universal Studios,http://www.thisis40movie.com/,True,NA,Rotten Tomatoes,52%
Old Dogs,2009,PG,2009-11-25,88 min,"Comedy, Family",Walt Becker,"David Diamond, David Weissman","John Travolta, Robin Williams, Kelly Preston, Conner Rayburn",Two friends and business partners find their lives turned upside down when strange circumstances lead them to be the temporary guardians of seven year-old twins.,"English, Ukrainian",USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMjExMTYyMzk3MV5BMl5BanBnXkFtZTcwMzI2Njg0Mg@@._V1_SX300.jpg,19,5.4,34105,tt0976238,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/10009596-old_dogs/,2010-03-09,"$49,474,048",Walt Disney Pictures,http://www.Disney.com/OldDogs,True,NA,Rotten Tomatoes,5%
Underworld: Rise of the Lycans,2009,R,2009-01-23,92 min,"Action, Adventure, Fantasy, Sci-Fi, Thriller",Patrick Tatopoulos,"Danny McBride (screenplay), Dirk Blackman (screenplay), Howard McCain (screenplay), Len Wiseman (story), Robert Orr (story), Danny McBride (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)","Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh","An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",English,"USA, New Zealand",N/A,https://m.media-amazon.com/images/M/MV5BMTg1OTU5ODc0MV5BMl5BanBnXkFtZTcwNDYyMDUwMg@@._V1_SX300.jpg,44,6.6,140038,tt0834001,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/underworld_rise_of_the_lycans/,2009-05-12,"$45,802,315",Sony Pictures/Screen Gems,http://www.entertheunderworld.com/,True,NA,Rotten Tomatoes,29%
License to Wed,2007,PG-13,2007-07-03,91 min,"Comedy, Romance",Ken Kwapis,"Kim Barker (screenplay), Tim Rasmussen (screenplay), Vince Di Meglio (screenplay), Kim Barker (story), Wayne Lloyd (story)","Robin Williams, Mandy Moore, John Krasinski, Eric Christian Olsen",A reverend puts an engaged couple through a grueling marriage preparation course to see if they are meant to be married in his church.,English,"USA, Australia",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTI5MTM2MjQ5NV5BMl5BanBnXkFtZTcwOTc3MDc0MQ@@._V1_SX300.jpg,25,5.3,35790,tt0762114,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1175072-license_to_wed/,2007-10-30,"$43,800,000",Warner Bros. Pictures,http://www.licensetowedthemovie.com/,True,NA,Rotten Tomatoes,7%
The Benchwarmers,2006,PG-13,2006-04-07,80 min,"Comedy, Sport",Dennis Dugan,"Allen Covert, Nick Swardson","Rob Schneider, David Spade, Jon Heder, Jon Lovitz",A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard children baseball squads.,"English, Spanish",USA,7 nominations.,https://m.media-amazon.com/images/M/MV5BMTcxMzg3NDQwNl5BMl5BanBnXkFtZTcwMjk1ODQzMQ@@._V1_SX300.jpg,25,5.6,44974,tt0437863,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/benchwarmers/,2006-07-25,"$57,651,794",Sony Pictures Releasing,http://www.sonypictures.com/movies/thebenchwarmers,True,NA,Rotten Tomatoes,11%
Must Love Dogs,2005,PG-13,2005-07-29,98 min,"Comedy, Romance",Gary David Goldberg,"Claire Cook (novel), Gary David Goldberg (screenplay)","Diane Lane, John Cusack, Elizabeth Perkins, Christopher Plummer","A forty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.","English, Armenian",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOTU0ODA0NTM1OF5BMl5BanBnXkFtZTcwODE0MTkyMQ@@._V1_SX300.jpg,46,5.9,28949,tt0417001,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/must_love_dogs/,2005-12-20,"$43,800,000",Warner Bros. Pictures,http://www.mustlovedogsmovie.com,True,NA,Rotten Tomatoes,36%
Donnie Brasco,1997,R,1997-02-28,127 min,"Biography, Crime, Drama",Mike Newell,"Joseph D. Pistone (book), Richard Woodley (book), Paul Attanasio (screenplay)","Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","English, Italian, Japanese",USA,Nominated for 1 Oscar. Another 2 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,76,7.8,252246,tt0119008,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/donnie_brasco/,1998-01-20,N/A,TriStar,N/A,True,NA,Rotten Tomatoes,88%
Resident Evil,2002,R,2002-03-15,100 min,"Action, Horror, Sci-Fi",Paul W.S. Anderson,Paul W.S. Anderson,"Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.",English,"UK, Germany, France, USA",6 nominations.,https://m.media-amazon.com/images/M/MV5BN2Y2MTljNjMtMDRlNi00ZWNhLThmMWItYTlmZjYyZDk4NzYxXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,33,6.7,228412,tt0120804,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/resident_evil/,2002-07-30,"$39,532,308",Columbia Tristar Pictures,http://www.spe.sony.com/movies/residentevil,True,NA,Rotten Tomatoes,34%
Poltergeist,1982,PG,1982-06-04,114 min,"Horror, Thriller",Tobe Hooper,"Steven Spielberg (screenplay), Michael Grais (screenplay), Mark Victor (screenplay), Steven Spielberg (story)","Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne",A family's home is haunted by a host of demonic ghosts.,English,USA,Nominated for 3 Oscars. Another 4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNzliZmRlYTctYmNkYS00NzE5LWI1OWQtMTRiODY5MDMwMTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,79,7.4,126477,tt0084516,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1016513-poltergeist/,2000-04-18,N/A,MGM Home Entertainment,N/A,True,NA,Rotten Tomatoes,86%
The Ladykillers,2004,R,2004-03-26,104 min,"Comedy, Crime, Thriller","Ethan Coen, Joel Coen","Joel Coen (screenplay), Ethan Coen (screenplay), William Rose (movie ""The Ladykillers"")","Tom Hanks, Irma P. Hall, Marlon Wayans, J.K. Simmons","An eccentric, if not charming Southern professor and his crew pose as a classical ensemble in order to rob a casino, all under the nose of his unsuspecting but sharp old landlady.","English, Vietnamese",USA,5 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTYwNjUxMTYzM15BMl5BanBnXkFtZTYwNjgwMjY3._V1_SX300.jpg,56,6.2,92905,tt0335245,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/ladykillers/,2004-09-07,N/A,Buena Vista Pictures,http://ladykillers.movies.go.com,True,NA,Rotten Tomatoes,55%
Max Payne,2008,PG-13,2008-10-17,100 min,"Action, Crime, Drama, Mystery, Thriller",John Moore,"Beau Thorne (screenplay), Sam Lake (video game by Remedy Entertainment and 3-D Realms Entertainment)","Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris","Coming together to solve a series of murders in New York City are a police detective whose family was slain as part of a conspiracy and an assassin out to avenge her sister's death. The duo will be hunted by the police, the mob, and a ruthless corporation.","English, Russian, Spanish","Canada, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BNzM5OTAxYmQtODRkZC00ZGZlLTlhNzYtNzFiODVjMTY4MWU2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,31,5.4,116751,tt0467197,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/max_payne/,2009-01-20,"$40,632,110",20th Century Fox,http://www.maxpaynethemovie.com/,True,NA,Rotten Tomatoes,16%
In Time,2011,PG-13,2011-10-28,109 min,"Action, Sci-Fi, Thriller",Andrew Niccol,Andrew Niccol,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald, Johnny Galecki","In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA3NzI1ODc1MV5BMl5BanBnXkFtZTcwMzI5NjQwNg@@._V1_SX300.jpg,53,6.7,341841,tt1637688,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/in_time/,2012-01-31,"$35,900,000",20th Century Fox,http://www.intimemovie.com,True,NA,Rotten Tomatoes,37%
The Back-up Plan,2010,PG-13,2010-04-23,104 min,"Comedy, Romance",Alan Poul,Kate Angelo,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen","A woman conceives twins through artificial insemination, only to meet the man of her dreams on the very same day.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_SX300.jpg,34,5.3,45340,tt1212436,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/back_up_plan/,2010-08-24,"$37,481,242",CBS Films,http://www.theback-upplan.com/,True,NA,Rotten Tomatoes,18%
Something Borrowed,2011,PG-13,2011-05-06,112 min,"Comedy, Drama, Romance",Luke Greenfield,"Jennie Snyder Urman (screenplay), Emily Giffin (novel)","Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski","Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancé.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BNzczNzMzODk0Nl5BMl5BanBnXkFtZTcwMjgwMjI0NA@@._V1_SX300.jpg,36,5.9,53654,tt0491152,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/something_borrowed_2011/,2011-08-16,"$39,000,000",Warner Bros.,http://somethingborrowedmovie.warnerbros.com/,True,NA,Rotten Tomatoes,15%
Black Knight,2001,PG-13,2001-11-21,95 min,"Adventure, Comedy, Fantasy",Gil Junger,"Darryl Quarles, Peter Gaulke, Gerry Swallow","Martin Lawrence, Marsha Thomason, Tom Wilkinson, Vincent Regan","Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After sustaining a blow to the head, he awakens to find himself in 14th century England.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BZjcyZmUxMzEtZjdlZS00NTM5LWJjZTUtOTU5MzgyMTFjNjQyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,32,4.8,35037,tt0265087,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/black_knight/,2002-04-16,"$33,327,325",20th Century Fox,http://www.blackknightmovie.com,True,NA,Rotten Tomatoes,14%
The Bad News Bears,1976,PG,1976-04-07,102 min,"Comedy, Drama, Family, Sport",Michael Ritchie,Bill Lancaster,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten","An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.","English, Spanish",USA,Nominated for 1 BAFTA Film Award. Another 1 win.,https://m.media-amazon.com/images/M/MV5BNTU1ZjNmNjktNjk4Yy00MzdjLTk0YzktMDRlYTllMjE0N2I0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,83,7.3,18391,tt0074174,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1001567-bad_news_bears/,2002-02-12,N/A,Paramount Pictures,N/A,True,NA,Rotten Tomatoes,97%
Street Fighter,1994,PG-13,1994-12-23,102 min,"Action, Adventure, Comedy, Thriller",Steven E. de Souza,Steven E. de Souza,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa",Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,"English, Japanese, Esperanto","Japan, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BY2JhYjUzYzAtMWFhMi00YzIyLTllZGQtMTAzNThkNTJhNTBmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,N/A,3.9,59784,tt0111301,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1058516-street_fighter/,1998-05-26,N/A,MCA Universal Home Video,N/A,True,NA,Rotten Tomatoes,18%
The Pianist,2002,R,2003-03-28,150 min,"Biography, Drama, Music, War",Roman Polanski,"Ronald Harwood (screenplay), Wladyslaw Szpilman (book)","Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,"English, German, Russian","France, Poland, Germany, UK, USA",Won 3 Oscars. Another 52 wins & 73 nominations.,https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,85,8.5,625706,tt0253474,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/pianist/,2003-05-27,"$32,519,322",Focus Features,http://www.thepianistmovie.com/,True,NA,Rotten Tomatoes,95%
From Hell,2001,R,2001-10-19,122 min,"Horror, Mystery, Thriller","Albert Hughes, Allen Hughes","Alan Moore (graphic novel), Eddie Campbell (graphic novel), Terry Hayes (screenplay), Rafael Yglesias (screenplay)","Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane","In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.",English,USA,10 nominations.,https://m.media-amazon.com/images/M/MV5BMTM1MjkxNTQxMV5BMl5BanBnXkFtZTYwMDMxNDg2._V1_SX300.jpg,54,6.8,137843,tt0120681,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/from_hell/,2002-05-14,"$30,692,411",20th Century Fox,http://www.fromhellmovie.com,True,NA,Rotten Tomatoes,57%
